1,6,SN74LS641-1DW,SN74LS641-1DW,Bus Transceivers Octal bus Xcvr,6,0,3.66,21.96
2,2,TMC429-BOB,TMC429-BOB,Power Management IC Development Tools Breakout board for TMC429,2,0,19.26,38.52
